VIN (Vehicle Identification Number)(1-10),County,City,State,Postal Code,Model Year,Manufacturer,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WMZ53GA07T,Kitsap,Bainbridge Island,WA,98110,2026,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,291883301,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090700
7SAYGAEE0P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,254502041,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
1G1FY6S06P,King,Seattle,WA,98125,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,261665316,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
5YJ3E1EA8P,King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,249726592,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
7SAYGDEE7P,King,Newcastle,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,238603298,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
YV4H60PG3S,Kitsap,Silverdale,WA,98383,2025,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,23,278184959,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
JM3KKBHA7S,King,Bellevue,WA,98008,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,48,278983260,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300
1FADP5CU7G,King,Seattle,WA,98125,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,46,8653760,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
1G1FW6S09H,King,Seattle,WA,98177,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36,200481046,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
WA1G2AFY1M,King,Bellevue,WA,98005,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,48,157673512,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
WA1E2AFY1S,King,Seattle,WA,98119,2025,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,36,283339871,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
7SAYGDEE5S,King,Bellevue,WA,98008,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,275948620,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300
5UX43EU07S,King,Kirkland,WA,98033,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,48,288993575,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
5YJ3E1EA1J,Clark,Battle Ground,WA,98604,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,18,149044227,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416
5YJ3E1EA2S,King,Seattle,WA,98178,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,285178330,POINT (-122.25031 47.49481),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901
7SAYGAEE0S,King,Sammamish,WA,98075,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,274321813,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
JM3KJDHA7S,King,Renton,WA,98058,2025,MAZDA,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,11,286948385,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025804
KM8KNDAF4P,Kitsap,Kingston,WA,98346,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,259013156,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
1G1RC6S51J,King,Seattle,WA,98178,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,37,273466847,POINT (-122.25031 47.49481),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
5YJ3E1EA3N,Clark,Camas,WA,98607,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,192468720,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400
7SAYGDED8T,King,Bothell,WA,98011,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,286797647,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
5YJ3E1EC1P,King,Bellevue,WA,98004,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,262815374,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
5YJ3E1EBXK,King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,48,328772755,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJ3E1EA6P,King,Kent,WA,98031,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,250958550,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
7SAYGDEF9S,Snohomish,Everett,WA,98208,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,275081383,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
WA1E2AFY9L,King,Seattle,WA,98112,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,43,233681059,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
YV4BR0CL7L,King,Bellevue,WA,98005,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,41,244954993,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
WA1L2BFZ5P,King,Kirkland,WA,98033,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,289689074,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
5XYAB5S13T,Clark,Vancouver,WA,98685,2026,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,287490773,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910
WBY1Z8C37H,King,Kent,WA,98030,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,33,185933254,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702
1C4RJXR61S,Clark,Vancouver,WA,98682,2025,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,17,278335081,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041326
KM8KRDDF1R,Clark,Vancouver,WA,98685,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,272008677,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909
5YJSA1E53P,King,Bellevue,WA,98004,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,237940601,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJ3E1EB3S,Clark,Vancouver,WA,98685,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,272388574,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910
KNDCR3L17R,King,Newcastle,WA,98056,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,267278462,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
JTDACACU1R,Clark,Vancouver,WA,98683,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,18,283430220,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328
5YJYGDEE3M,King,Seattle,WA,98125,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,156519303,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
7SAYGDEF7N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,207138907,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
7SAYGDEE4T,King,Beaux Arts,WA,98004,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,290165816,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJ3E1ECXN,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,186165997,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
JTDACACUXR,Clark,Vancouver,WA,98664,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,49,259142495,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
WVGAWVEB3S,King,Seattle,WA,98178,2025,VOLKSWAGEN,ID. BUZZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,278627793,POINT (-122.25031 47.49481),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
3FMTK3SU0R,Kitsap,Silverdale,WA,98383,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,276310352,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205
7SAYGAEE8R,King,Kent,WA,98030,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,267548270,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504
3C3CFFGE4D,King,Seattle,WA,98178,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,37,136265132,POINT (-122.25031 47.49481),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901
5YJ3E1EB4L,King,Bothell,WA,98011,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,1,268051206,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
5YJ3E1EB6J,King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,41,218247907,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
2C4RC1N77K,King,Seattle,WA,98115,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,46,269471821,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
5XYC4DJC1S,Kitsap,Port Orchard,WA,98366,2025,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,286165463,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092200
JN1AZ0CP3B,King,Bellevue,WA,98005,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,48,221251138,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
7PDSGGBA0T,King,Bellevue,WA,98004,2026,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,285304526,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
5YJ3E1EA4T,King,Kirkland,WA,98033,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,287704441,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
WB523CF06R,King,Sammamish,WA,98074,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,256351210,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
7SAYGDEE0P,King,Issaquah,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,259068043,POINT (-122.01656 47.57118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
7YAKRDDCXS,King,Seattle,WA,98133,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,280947173,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300
VCF1ZBU25P,King,Kent,WA,98030,2023,FISKER,OCEAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,264916739,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507
5YJYGDEE9L,King,Kirkland,WA,98034,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,45,127309262,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
2C4RC1N70M,King,Redmond,WA,98052,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,45,183052110,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
JTMEB3FV0N,King,Kirkland,WA,98034,2022,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,45,275197744,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
JTMBEAGC0T,Clark,Ridgefield,WA,98642,2026,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,290622608,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412
5YJ3E1EA7L,King,Seattle,WA,98133,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,46,2135150,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
KNDC3DLC1P,King,Bothell,WA,98011,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,253518408,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803
1G1FW6S09N,Thurston,Olympia,WA,98501,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,213391454,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
1GYC3RML1T,King,Seattle,WA,98146,2026,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,285754206,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000
KM8KNDAF4P,Kitsap,Bainbridge Island,WA,98110,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,254683026,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800
1G1RG6E4XD,Kitsap,Kingston,WA,98346,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,23,231919075,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB7N,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,202877594,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
7FCTGAAA5P,Snohomish,Arlington,WA,98223,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,249734607,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061052701
5YJYGDEE1M,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,161911690,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
4JGFB4GB2R,King,Bellevue,WA,98005,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,48,48,267022934,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
JF2GTDNC6K,Yakima,Yakima,WA,98908,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,14,274959639,POINT (-120.60199 46.59817),PACIFICORP,53077000904
7YAKRDDCXS,King,Seattle,WA,98125,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,287047456,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
3GN7DMRP0S,King,Bellevue,WA,98006,2025,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,284349600,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
5YJ3E1EA4P,King,Bellevue,WA,98006,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,220726453,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
1V2BMPE82R,Island,Oak Harbor,WA,98277,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,273754253,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970602
KM8KRDDF8R,King,Redmond,WA,98052,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,277759527,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
KM8K23AGXP,King,Seattle,WA,98115,2023,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,271792405,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600
JTDACACU2R,King,Kirkland,WA,98034,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,45,270064427,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
2C4RC1S72R,King,Seattle,WA,98125,2024,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,46,269299943,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
ZASPATDW1R,King,Shoreline,WA,98133,2024,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,32,273821418,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020900
1C4RJXN62R,King,Enumclaw,WA,98022,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,31,255242949,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400
7SAYGDEE7P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,253623716,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1G1FZ6S0XL,Clark,Vancouver,WA,98661,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,49,261261556,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042601
JTDACACU5R,Clark,Vancouver,WA,98662,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,17,285208059,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040806
7FCTGBAA9R,King,Shoreline,WA,98155,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,271964899,POINT (-122.30304 47.75494),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000
KNDCE3LG0L,King,Seattle,WA,98125,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,46,240254374,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
